label;text
neg;I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple
neg;I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple
neg;Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates
irr;Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates
irr;Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates
irr;Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates
neg;I think @SchwastySmack needs to cool her roll on her #twitter game.
neu;I think @SchwastySmack needs to cool her roll on her #twitter game.
irr;I think @SchwastySmack needs to cool her roll on her #twitter game.
neg;I think @SchwastySmack needs to cool her roll on her #twitter game.
pos;RT @twandroid: Panoramas sur ICS ! #google #nexusprime
pos;RT @twandroid: Panoramas sur ICS ! #google #neusprime
irr;RT @twandroid: Panoramas sur ICS ! #google #nexusprime
pos;RT @twandroid: Panoramas sur ICS ! #google #nexusprime
irr;@ElieDzR aqui en casa escuchamdo musica en el #ipod y jodiendo en #twitter jaja #normal
pos;@ElieDzR aqui en casa escuchamdo musica en el #ipod y jodiendo en #twitter jaja #normal
irr;@ElieDzR aqui en casa escuchamdo musica en el #ipod y jodiendo en #twitter jaja #normal
irr;@ElieDzR aqui en casa escuchamdo musica en el #ipod y jodiendo en #twitter jaja #normal
irr;Fico manso os preços desses IPHONEsabsurdos R$ 2.500! Assim não dá Fía @apple Só se eu fizesse programa na Beira Mar :(
neg;Fico manso os preços desses IPHONEsabsurdos R$ 2.500! Assim não dá Fía @apple Só se eu fizesse programa na Beira Mar :(
irr;Fico manso os preços desses IPHONEsabsurdos R$ 2.500! Assim não dá Fía @apple Só se eu fizesse programa na Beira Mar :(
irr;Fico manso os preços desses IPHONEsabsurdos R$ 2.500! Assim não dá Fía @apple Só se eu fizesse programa na Beira Mar :(
neu;Goin to bed #GOODNIGHT #TWITTER
neu;Goin to bed #GOODNIGHT #TWITTER
irr;Goin to bed #GOODNIGHT #TWITTER
neu;Goin to bed #GOODNIGHT #TWITTER
neg;#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted
neg;#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted
neg;#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted
neg;#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted
irr;Será que antes de tener #Twitter le decía a la gente cuanta cosa se me ocurriera?
neu;Será que antes de tener #Twitter le decía a la gente cuanta cosa se me ocurriera?
irr;Será que antes de tener #Twitter le decía a la gente cuanta cosa se me ocurriera?
irr;Será que antes de tener #Twitter le decía a la gente cuanta cosa se me ocurriera?
irr;#JustBecause you got a few followers on #twitter don't make you a celebrity
neg;#JustBecause you got a few followers on #twitter don't make you a celebrity
irr;#JustBecause you got a few followers on #twitter don't make you a celebrity
irr;#JustBecause you got a few followers on #twitter don't make you a celebrity
irr;Ta medio tela hoy el #twitter #twitteroff & goodnight 4 everyone!
neu;Ta medio tela hoy el #twitter #twitteroff & goodnight 4 everyone!
irr;Ta medio tela hoy el #twitter #twitteroff & goodnight 4 everyone!
irr;Ta medio tela hoy el #twitter #twitteroff & goodnight 4 everyone!
irr;Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod
irr;Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod
irr;Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod
irr;Hasta el #queque de tarea pero heme aqui en #twitter y #FB jijijiji ya falta menos para terminar #thanksGod
irr;#Twitter #NYERRR
irr;#Twitter #NYERRR
irr;#Twitter #NYERRR
irr;#Twitter #NYERRR
neu;RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis
pos;RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis
neu;RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis
neu;RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis
neg;Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
neg;Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrTNk @apple @iphone4s
neg;Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
neg;Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
pos;@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out
pos;@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out
pos;@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out
pos;@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out
neu;RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/gVbdhLiu by @MeghanKel
pos;RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/gVbdhLiu by @MeghanKel
neu;RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/gVbdhLiu by @MeghanKel
neu;RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/gVbdhLiu by @MeghanKel
irr;El dia de hoy esta muy flojo el #Twitter qe pasaa DDDDDDDD: la apocalipsis ok no jaja
neg;El dia de hoy esta muy flojo el #Twitter qe pasaa DDDDDDDD: la apocalipsis ok no jaja
irr;El dia de hoy esta muy flojo el #Twitter qe pasaa DDDDDDDD: la apocalipsis ok no jaja
irr;El dia de hoy esta muy flojo el #Twitter qe pasaa DDDDDDDD: la apocalipsis ok no jaja
pos;RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google
pos;RT @IAmDkT: The only letdown of the Samsung Galay Neus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalayNeus #SGN #Android #Google
neu;RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google
pos;RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google
neu;WOW DOGS!! @Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD
pos;WOW DOGS!! @Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD
irr;WOW DOGS!! @Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD
neu;WOW DOGS!! @Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD
pos;Everything Can Be A Digital Surface Now Courtesy Microsoft Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon
neu;Everything Can Be A Digital Surface Now Courtesy Microsoft Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon
neu;Everything Can Be A Digital Surface Now Courtesy Microsoft Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon
neu;Everything Can Be A Digital Surface Now Courtesy Microsoft Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon
irr;Quit acting all hard. It's only #twitter
neu;Quit acting all hard. It's only #twitter
irr;Quit acting all hard. It's only #twitter
irr;Quit acting all hard. It's only #twitter
neu;RT @dansaap: At the #VMworld party looks good but I wonder who are the better dancers #VMware or #Microsoft employees!
pos;RT @dansaap: At the #VMworld party looks good but I wonder who are the better dancers #VMware or #Microsoft employees!
neu;RT @dansaap: At the #VMworld party looks good but I wonder who are the better dancers #VMware or #Microsoft employees!
neu;RT @dansaap: At the #VMworld party looks good but I wonder who are the better dancers #VMware or #Microsoft employees!
neg;Facebook is becoming trashier and trashier #twitter
neg;Facebook is becoming trashier and trashier #twitter
neg;Facebook is becoming trashier and trashier #twitter
neg;Facebook is becoming trashier and trashier #twitter
irr;#Google How to Play Texas Holdem Poker for Newbies : Texas Hold’em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks
neu;#Google How to Play Teas Holdem Poker for Newbies : Teas Hold’em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks
irr;#Google How to Play Texas Holdem Poker for Newbies : Texas Hold’em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks
irr;#Google How to Play Texas Holdem Poker for Newbies : Texas Hold’em Poker: The River: Discover poker t... http://t.co/9E7WLKvG #wikileaks
irr;Estudio: Microsoft vende más http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT
pos;Estudio: Microsoft vende más http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT
irr;Estudio: Microsoft vende más http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT
irr;Estudio: Microsoft vende más http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT
pos;Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
neg;Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
irr;Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
neu;Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
neu;Your face unlocks the phone as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone
pos;Your face unlocks the phone as facial recognition replaces a traditional pass code. #Google Neus Prime smartphone
neu;Your face unlocks the phone as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone
neu;Your face unlocks the phone as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone
pos;CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure
pos;CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure
irr;CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure
pos;CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure
irr;@melo_gabby Sao os assuntos mais comentados do mundo no #Twitter. Mas o que eu queria que vc visse nao ta mais la.
neu;@melo_gabby Sao os assuntos mais comentados do mundo no #Twitter. Mas o que eu queria que vc visse nao ta mais la.
irr;@melo_gabby Sao os assuntos mais comentados do mundo no #Twitter. Mas o que eu queria que vc visse nao ta mais la.
irr;@melo_gabby Sao os assuntos mais comentados do mundo no #Twitter. Mas o que eu queria que vc visse nao ta mais la.
irr;@Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rápidamente estas en 71.406 seguidores y estoy seguro que serán muchos mas.
irr;@Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rápidamente estas en 71.406 seguidores y estoy seguro que serán muchos mas.
irr;@Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rápidamente estas en 71.406 seguidores y estoy seguro que serán muchos mas.
irr;@Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rápidamente estas en 71.406 seguidores y estoy seguro que serán muchos mas.
neg;@apple please bring back the old Siri app for us old school iPhone 3 users!
neg;@apple please bring back the old Siri app for us old school iPhone 3 users!
neu;@apple please bring back the old Siri app for us old school iPhone 3 users!
neg;@apple please bring back the old Siri app for us old school iPhone 3 users!
irr;Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...
irr;Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...
neu;Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...
irr;Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...
pos;I ♥ @Apple http://t.co/a8on3IAa
pos;I ♥ @Apple http://t.co/a8on3IAa
pos;I ♥ @Apple http://t.co/a8on3IAa
pos;I ♥ @Apple http://t.co/a8on3IAa
neu;RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
neu;RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
neu;RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
neu;RT @NeowinFeed: Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
neu;Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing #Microsoft ’s investments paying off
neu;Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing #Microsoft ’s investments paying off
neu;Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing #Microsoft ’s investments paying off
neu;Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing #Microsoft ’s investments paying off
pos;"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds """"Newsstand"""" #app"
pos;"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds """"Newsstand"""" #app"
pos;"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds """"Newsstand"""" #app"
pos;"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds """"Newsstand"""" #app"
irr;RT @mpastrana: RT @apple no pasa nada todo esta bien no pasa nada todo esta en orden http://t.co/zwECWhD
irr;RT @mpastrana: RT @apple no pasa nada todo esta bien no pasa nada todo esta en orden http://t.co/zwECWhD
irr;RT @mpastrana: RT @apple no pasa nada todo esta bien no pasa nada todo esta en orden http://t.co/zwECWhD
irr;RT @mpastrana: RT @apple no pasa nada todo esta bien no pasa nada todo esta en orden http://t.co/zwECWhD
neu;Many new features for Android. #NexusPrime #Google
